Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S58671513,Mute Swan,Cygnus olor,337,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-08-01,02:00 PM,eBird - Traveling Count,120,1,3.219,,1
S58918066,Mute Swan,Cygnus olor,337,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-08-11,10:15 AM,eBird - Traveling Count,120,1,4.828,,1
S59434036,Mute Swan,Cygnus olor,337,1,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-01,08:04 AM,eBird - Traveling Count,245,1,6.26,,21,,,21 people started the TOC High Park birding walk
S59554600,Mute Swan,Cygnus olor,337,2,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-06,10:00 AM,eBird - Traveling Count,90,1,3.219,,1
S60109926,Mute Swan,Cygnus olor,337,1,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-25,08:45 AM,eBird - Traveling Count,60,1,1.609,,1
S72684766,Mute Swan,Cygnus olor,337,2,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2020-08-22,08:10 AM,eBird - Traveling Count,195,1,5.538,,1
S89981075,Mute Swan,Cygnus olor,337,3,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-06-05,08:40 AM,eBird - Traveling Count,297,1,7.32,,1
S96941583,Mute Swan,Cygnus olor,337,1,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-10-31,10:37 AM,eBird - Traveling Count,198,1,4.716,,1
S97878745,Mute Swan,Cygnus olor,337,1,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-11-21,10:03 AM,eBird - Traveling Count,92,1,3.922,,1
S62564546,Mute Swan,Cygnus olor,337,2,CA-ON,Toronto,L384530,Toronto--Humber Bay Park (East),43.622656,-79.4737351,2019-12-23,10:00 AM,eBird - Traveling Count,90,1,3.219,,1
S72007433,Mute Swan,Cygnus olor,337,1,CA-ON,Toronto,L384530,Toronto--Humber Bay Park (East),43.622656,-79.4737351,2020-08-01,09:17 AM,eBird - Traveling Count,87,1,2.086,,1
S57327925,Mute Swan,Cygnus olor,337,X,CA-ON,Toronto,L285225,Toronto--Humber Bay Park (West),43.6163997,-79.4777574,2019-06-12,11:00 AM,eBird - Traveling Count,90,1,3.219,,1
S97882146,Mute Swan,Cygnus olor,337,1,CA-ON,Toronto,L4006873,Toronto--Marilyn Bell Park,43.6308569,-79.4317532,2021-11-21,12:13 PM,eBird - Traveling Count,12,1,.608,,1
S94264429,Mute Swan,Cygnus olor,337,X,CA-ON,Toronto,L351714,Toronto--Toronto Islands,43.6165143,-79.3821734,2021-09-05,11:00 AM,eBird - Casual Observation,,0,,,1
S60490567,Trumpeter Swan,Cygnus buccinator,341,19,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2019-10-08,08:20 AM,eBird - Traveling Count,480,1,8.,,2,,"Tags observed: V01 to V04, V68, V69, V87"
S93591205,Trumpeter Swan,Cygnus buccinator,341,13,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2021-08-14,08:38 AM,eBird - Traveling Count,136,1,4.86,,3
S93591206,Trumpeter Swan,Cygnus buccinator,341,25,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2021-08-21,08:13 AM,eBird - Traveling Count,330,1,16.06,,1
S59130027,Trumpeter Swan,Cygnus buccinator,341,4,CA-ON,Toronto,L285222,Toronto--Ashbridge's Bay Park,43.6599861,-79.3093553,2019-08-20,09:00 AM,eBird - Traveling Count,180,1,3.219,,2
